CRIMETYPE,BEGDATE,X,Y,time,difftime
OTH,1/4/09 0:00,6464355.1,1820112.1,39817,3.045436206
THEFT,1/4/09 0:00,6456402.2,1858163.3,39817,3.046738274
GTA,1/4/09 0:00,6468550.002,1841684.126,39817,3.047018589
ROBB,1/4/09 0:00,6484860.1,1838767.5,39817,3.048010623
AGG,1/4/09 0:00,6471930.6,1747846.9,39817,3.0495548
ROBB,1/4/09 0:00,6467722.503,1842858,39817,3.052654578
BTFV,1/4/09 0:00,6464257,1852270.504,39817,3.056079556
AGG,1/4/09 0:00,6499554.5,1843329.8,39817,3.060251804
VAND,1/4/09 0:00,6477788.723,1863637.902,39817,3.062999969
VAND,1/4/09 0:00,6481242.004,1801688.878,39817,3.066408456
VAND,1/4/09 0:00,6486897.7,1749640.1,39817,3.067941421
BTFV,1/4/09 0:00,6429335.1,1881663.6,39817,3.068123301
GTA,1/4/09 0:00,6447620.6,1857666.5,39817,3.071005937
THEFT,1/4/09 0:00,6458444.5,1831586.2,39817,3.072390332
OTH,1/4/09 0:00,6469578.5,1842666.2,39817,3.072402837
VAND,1/4/09 0:00,6455229.2,1836076.2,39817,3.073506668
OTH,1/4/09 0:00,6440087.496,1882634.002,39817,3.076745993
VAND,1/4/09 0:00,6495683.3,1868978.8,39817,3.077723515
ROBB,1/4/09 0:00,6449150.2,1838466.6,39817,3.078378083
THEFT,1/4/09 0:00,6468230.1,1817121.2,39817,3.082983416
ROBB,1/4/09 0:00,6447756.448,1813631.773,39817,3.092715577
VAND,1/4/09 0:00,6467357.499,1835176.249,39817,3.09354005
AGG,1/4/09 0:00,6448837.997,1830492.621,39817,3.093724561
VAND,1/4/09 0:00,6433673.857,1884199.499,39817,3.094200301
BTFV,1/4/09 0:00,6468544.7,1761130.2,39817,3.095597772
BTFV,1/4/09 0:00,6505263.7,1856300,39817,3.09824063
OTH,1/4/09 0:00,6478653.504,1820860.704,39817,3.10153767
THEFT,1/4/09 0:00,6453697,1848506.3,39817,3.105038989
BURG,1/4/09 0:00,6435369.5,1935898.9,39817,3.105907917
ROBB,1/4/09 0:00,6482619.502,1853050.129,39817,3.109292621
ROBB,1/4/09 0:00,6459133.999,1860109.254,39817,3.111232392
BURG,1/4/09 0:00,6484014.459,1800354.428,39817,3.113140724
THEFT,1/4/09 0:00,6465381.8,1814933.7,39817,3.12284673
OTH,1/4/09 0:00,6427481.4,1840250.6,39817,3.141598301
AGG,1/4/09 0:00,6442591.6,1833921.3,39817,3.141783665
BTFV,1/4/09 0:00,6473780.337,1907955.662,39817,3.143173307
OTH,1/4/09 0:00,6492395.4,1866760.8,39817,3.144073087
VAND,1/4/09 0:00,6396762.906,1884241.62,39817,3.14621166
VAND,1/4/09 0:00,6457137.692,1857735.589,39817,3.152911509
THEFT,1/4/09 0:00,6372570.1,1881837.8,39817,3.15772587
BURG,1/4/09 0:00,6482307.039,1743711.34,39817,3.157867504
BTFV,1/4/09 0:00,6451744.996,1872503.496,39817,3.160773439
ROBB,1/4/09 0:00,6470356.9,1848333.2,39817,3.171690336
OTH,1/4/09 0:00,6481591.004,1844117.629,39817,3.176393629
ROBB,1/4/09 0:00,6501841.878,1860984.7,39817,3.177807019
OTH,1/4/09 0:00,6466661.997,1813282.128,39817,3.177908213
VAND,1/4/09 0:00,6499778.1,1837408.9,39817,3.182427062
OTH,1/4/09 0:00,6436437.5,1880928.6,39817,3.18277731
BTFV,1/4/09 0:00,6435288.3,1891111.7,39817,3.185487867
VAND,1/4/09 0:00,6403908.644,1919614.078,39817,3.185516619
THEFT,1/4/09 0:00,6416200.6,1879590,39817,3.189056543
AGG,1/4/09 0:00,6471930.6,1747846.9,39817,3.190097333
VAND,1/4/09 0:00,6466001.8,1858158.2,39817,3.191979436
THEFT,1/4/09 0:00,6378521.7,1888916.1,39817,3.194751894
BURG,1/4/09 0:00,6382578.3,1899157.6,39817,3.195510705
OTH,1/4/09 0:00,6508926.712,1854004.098,39817,3.200961643
VAND,1/4/09 0:00,6435230.819,1892338.531,39817,3.202445269
BTFV,1/4/09 0:00,6389037.002,1911209.878,39817,3.202926531
AGG,1/4/09 0:00,6478508.1,1840374.3,39817,3.203053273
BTFV,1/4/09 0:00,6387301.9,1899150.8,39817,3.203367725
BTFV,1/4/09 0:00,6410798.7,1933150.6,39817,3.204575797
THEFT,1/4/09 0:00,6416741.505,1821248.755,39817,3.205497838
VAND,1/4/09 0:00,6472343.7,1727156.5,39817,3.205620534
VAND,1/4/09 0:00,6461964.4,1854942.4,39817,3.207961118
OTH,1/4/09 0:00,6408464.7,1927116,39817,3.210863106
GTA,1/4/09 0:00,6449578.8,1834189.2,39817,3.210973136
OTH,1/4/09 0:00,6462271.4,1859462.8,39817,3.215620596
OTH,1/4/09 0:00,6475211.7,1833483.6,39817,3.219598137
BTFV,1/4/09 0:00,6464841,1915637.7,39817,3.221307675
BURG,1/4/09 0:00,6471998.864,1747108.474,39817,3.221406176
BURG,1/4/09 0:00,6475976.314,1799651.619,39817,3.222649236
BTFV,1/4/09 0:00,6429716.437,1870232.542,39817,3.223132215
OTH,1/4/09 0:00,6446931.5,1879677.747,39817,3.22332109
OTH,1/4/09 0:00,6486233.9,1839195.2,39817,3.223786654
THEFT,1/4/09 0:00,6467981.971,1858204.488,39817,3.22457865
THEFT,1/4/09 0:00,6447336.6,1850206.7,39817,3.230834928
ROBB,1/4/09 0:00,6466073.001,1855941,39817,3.232064337
ROBB,1/4/09 0:00,6400844.3,1894057.4,39817,3.23400589
OTH,1/4/09 0:00,6429544.7,1878436.2,39817,3.243157474
OTH,1/4/09 0:00,6469590.242,1807495.24,39817,3.24319504
THEFT,1/4/09 0:00,6428818.3,1897175.9,39817,3.246585979
VAND,1/4/09 0:00,6430062.282,1939755.859,39817,3.246764702
ROBB,1/4/09 0:00,6472220.746,1844657.091,39817,3.249314675
AGG,1/4/09 0:00,6468020.498,1819104.121,39817,3.249833103
OTH,1/4/09 0:00,6457681,1838907.2,39817,3.251486253
OTH,1/4/09 0:00,6465496.7,1860898.4,39817,3.251968672
BTFV,1/4/09 0:00,6399148.9,1910442.2,39817,3.254170331
ROBB,1/4/09 0:00,6506360.5,1864301.7,39817,3.254733185
BURG,1/4/09 0:00,6414812.4,1890732,39817,3.255680561
BTFV,1/4/09 0:00,6475597.3,1808033.4,39817,3.261043004
BTFV,1/4/09 0:00,6479117,1843787.626,39817,3.263285706
THEFT,1/4/09 0:00,6390064.803,1923061.809,39817,3.265456183
BTFV,1/4/09 0:00,6425982.501,1895913.5,39817,3.266398993
BURG,1/4/09 0:00,6426941.105,1893925.33,39817,3.26862522
OTH,1/4/09 0:00,6428990.1,1876249.1,39817,3.269826846
AGG,1/4/09 0:00,6477960.2,1821513.6,39817,3.27003021
VAND,1/4/09 0:00,6470229.1,1855033.7,39817,3.275816446
BTFV,1/4/09 0:00,6490273.967,1803602.164,39817,3.278336219
BTFV,1/4/09 0:00,6420586.1,1841217.5,39817,3.279785257
VAND,1/4/09 0:00,6473108.2,1724179.9,39817,3.283930234
BTFV,1/4/09 0:00,6400057.4,1888918,39817,3.2880277
AGG,1/4/09 0:00,6462743,1840166.5,39817,3.289903818
THEFT,1/4/09 0:00,6381047.3,1888945.6,39817,3.291753799
AGG,1/4/09 0:00,6471930.6,1747846.9,39817,3.295648215
VAND,1/4/09 0:00,6475151.498,1845695.871,39817,3.296854096
OTH,1/4/09 0:00,6483864.3,1830699.5,39817,3.30026665
OTH,1/4/09 0:00,6470806.4,1843029.3,39817,3.302358198
BURG,1/4/09 0:00,6420148.3,1896002.5,39817,3.303982365
ROBB,1/4/09 0:00,6478820.2,1852681.3,39817,3.320829355
THEFT,1/4/09 0:00,6479816.632,1842689.572,39817,3.323843295
BTFV,1/4/09 0:00,6458612,1825023.2,39817,3.32785631
BTFV,1/4/09 0:00,6487186,1826166.1,39817,3.327887394
BURG,1/4/09 0:00,6425651,1910028.6,39817,3.328236639
THEFT,1/4/09 0:00,6446653.932,1835251.775,39817,3.330668486
THEFT,1/4/09 0:00,6439913.9,1802804.5,39817,3.336964595
THEFT,1/4/09 0:00,6421522.9,1895829.4,39817,3.339681179
AGG,1/4/09 0:00,6487199.003,1838805.871,39817,3.341170256
OTH,1/4/09 0:00,6471949.4,1826672.9,39817,3.342264133
BTFV,1/4/09 0:00,6447065.4,1881340.1,39817,3.344447812
THEFT,1/4/09 0:00,6465227.4,1859054.5,39817,3.347801788
BTFV,1/4/09 0:00,6378958.504,1923967.499,39817,3.347993438
BTFV,1/4/09 0:00,6468810.001,1843513.996,39817,3.348502477
BURG,1/4/09 0:00,6476358.9,1834856.1,39817,3.35581777
ROBB,1/4/09 0:00,6395649.003,1903474.251,39817,3.35919558
ROBB,1/4/09 0:00,6443430.996,1895838.255,39817,3.364283525
AGG,1/4/09 0:00,6433334.429,1918247.25,39817,3.365033891
OTH,1/4/09 0:00,6456528.2,1829289.6,39817,3.367270031
BURG,1/4/09 0:00,6394268.397,1894818.895,39817,3.367697909
OTH,1/4/09 0:00,6474766.2,1781558.8,39817,3.368627238
VAND,1/4/09 0:00,6470677.884,1848058.37,39817,3.36924034
THEFT,1/4/09 0:00,6425947.2,1903605.8,39817,3.371171394
BTFV,1/4/09 0:00,6471058,1844992.497,39817,3.372137055
AGG,1/4/09 0:00,6379872.6,1884243.6,39817,3.374748777
OTH,1/4/09 0:00,6407927.464,1900834.951,39817,3.376125451
VAND,1/4/09 0:00,6496661.4,1836661.7,39817,3.376462483
BURG,1/4/09 0:00,6474846.7,1746365.5,39817,3.381146473
BTFV,1/4/09 0:00,6416857.9,1934029.8,39817,3.38282802
VAND,1/4/09 0:00,6469129.9,1845983,39817,3.38454139
ROBB,1/4/09 0:00,6467878.1,1801266.9,39817,3.385079166
OTH,1/4/09 0:00,6474812.7,1810356.3,39817,3.385499358
OTH,1/4/09 0:00,6446597.5,1873458.1,39817,3.386644354
BTFV,1/4/09 0:00,6494644.6,1874437.1,39817,3.397184934
VAND,1/4/09 0:00,6410095.501,1885440.872,39817,3.399769617
OTH,1/4/09 0:00,6474976.6,1819352.4,39817,3.401956138
AGG,1/4/09 0:00,6477960.2,1821513.6,39817,3.4027489
BTFV,1/4/09 0:00,6380980.6,1902666.1,39817,3.404531295
OTH,1/4/09 0:00,6475593.503,1843884.249,39817,3.408444396
OTH,1/4/09 0:00,6472574.501,1843528.874,39817,3.412118523
ROBB,1/4/09 0:00,6456621,1836442.879,39817,3.414482158
BTFV,1/4/09 0:00,6452364.2,1833242.4,39817,3.417273154
BTFV,1/4/09 0:00,6384686.9,1902244.5,39817,3.421503786
OTH,1/4/09 0:00,6463929.2,1843666.9,39817,3.427057639
OTH,1/4/09 0:00,6487133.886,1826261.065,39817,3.427994309
BURG,1/4/09 0:00,6470706.938,1721423.531,39817,3.43697724
ROBB,1/4/09 0:00,6448039.503,1854267.501,39817,3.437007745
VAND,1/4/09 0:00,6434304.633,1819658.454,39817,3.437897369
AGG,1/4/09 0:00,6471930.6,1747846.9,39817,3.441702408
BTFV,1/4/09 0:00,6469888.3,1840636.1,39817,3.442829867
BTFV,1/4/09 0:00,6485857.6,1820789.8,39817,3.444277697
OTH,1/4/09 0:00,6498634.6,1838743,39817,3.445437799
VAND,1/4/09 0:00,6428790.7,1822176.4,39817,3.449888376
AGG,1/4/09 0:00,6486482.8,1818712.7,39817,3.450723985
AGG,1/4/09 0:00,6491638.497,1803251.625,39817,3.451248684
ROBB,1/4/09 0:00,6477299.502,1806775.999,39817,3.453410624
OTH,1/4/09 0:00,6465125.755,1917055.813,39817,3.453488276
OTH,1/4/09 0:00,6463315,1831804.9,39817,3.459015275
OTH,1/4/09 0:00,6435227.497,1893227.5,39817,3.459143368
OTH,1/4/09 0:00,6469778.4,1818814.8,39817,3.45977807
ROBB,1/4/09 0:00,6449633.497,1882610.755,39817,3.46213376
BTFV,1/4/09 0:00,6470382.6,1760386.4,39817,3.466073133
VAND,1/4/09 0:00,6469929.505,1834430.626,39817,3.467144317
ROBB,1/4/09 0:00,6444413.505,1895833.754,39817,3.470786226
BTFV,1/4/09 0:00,6478601.497,1802688.5,39817,3.472765522
BURG,1/4/09 0:00,6469578.5,1842666.2,39817,3.477865433
THEFT,1/4/09 0:00,6485760.9,1839280.9,39817,3.481581987
AGG,1/4/09 0:00,6491638.497,1803251.625,39817,3.483002336
OTH,1/4/09 0:00,6428790.7,1822176.4,39817,3.484456667
BTFV,1/4/09 0:00,6437110.957,1886586.884,39817,3.487737307
AGG,1/4/09 0:00,6396124,1893322.2,39817,3.495835283
VAND,1/4/09 0:00,6489492.998,1845150.746,39817,3.496915842
THEFT,1/4/09 0:00,6470280.3,1916808.1,39817,3.501161294
GTP,1/4/09 0:00,6425576.906,1911290.806,39817,3.50466106
ROBB,1/4/09 0:00,6457488.996,1861045.495,39817,3.506666606
OTH,1/4/09 0:00,6426925.7,1892431.9,39817,3.50736724
AGG,1/4/09 0:00,6488005.5,1804005.1,39817,3.508168032
OTH,1/4/09 0:00,6476921.1,1849222.5,39817,3.516837572
OTH,1/4/09 0:00,6487394.1,1837770.8,39817,3.518153557
THEFT,1/4/09 0:00,6429425.441,1841211.571,39817,3.518179584
OTH,1/4/09 0:00,6473251.407,1799961.451,39817,3.522419697
VAND,1/4/09 0:00,6500611.844,1854385.802,39817,3.52308619
BURG,1/4/09 0:00,6421045.2,1897942.1,39817,3.526196972
OTH,1/4/09 0:00,6433079.4,1806075.4,39817,3.528679829
BURG,1/4/09 0:00,6474390.629,1792071.997,39817,3.534374146
THEFT,1/4/09 0:00,6465455,1839702.628,39817,3.540831915
THEFT,1/4/09 0:00,6452057.4,1874929.3,39817,3.542176925
ROBB,1/4/09 0:00,6497631.497,1839243.499,39817,3.543526237
BTFV,1/4/09 0:00,6417779.997,1885195.624,39817,3.545571548
BURG,1/4/09 0:00,6449131.9,1877259.8,39817,3.546983424
OTH,1/4/09 0:00,6439705.6,1884129.7,39817,3.552330048
BURG,1/4/09 0:00,6491037.5,1800364,39817,3.553105274
AGG,1/4/09 0:00,6420984,1905778.255,39817,3.555878409
OTH,1/4/09 0:00,6424770.7,1820212.5,39817,3.558622041
VAND,1/4/09 0:00,6470015.9,1721347.1,39817,3.56314621
THEFT,1/4/09 0:00,6490800,1864663,39817,3.56606931
BURG,1/4/09 0:00,6484493.5,1820555.8,39817,3.567588841
OTH,1/4/09 0:00,6434850.6,1824954.6,39817,3.572665686
BTFV,1/4/09 0:00,6378012,1893379.3,39817,3.573600165
VAND,1/4/09 0:00,6472297.7,1832171.9,39817,3.573731561
OTH,1/4/09 0:00,6487394.1,1837770.8,39817,3.574807369
THEFT,1/4/09 0:00,6461506.3,1859090.7,39817,3.579467401
BTFV,1/4/09 0:00,6480606.763,1840056.902,39817,3.579475182
THEFT,1/4/09 0:00,6484449.2,1838238.7,39817,3.580340034
VAND,1/4/09 0:00,6491830.999,1836444.872,39817,3.581354131
AGG,1/4/09 0:00,6462743,1840166.5,39817,3.582449015
ROBB,1/4/09 0:00,6437930.505,1915135.872,39817,3.583709193
BURG,1/4/09 0:00,6447497,1885628.3,39817,3.589393261
OTH,1/4/09 0:00,6471701.496,1839048.252,39817,3.589657156
BURG,1/4/09 0:00,6481997.7,1850693.3,39817,3.590500874
VAND,1/4/09 0:00,6404754.2,1884604.1,39817,3.597494681
OTH,1/4/09 0:00,6478225.205,1843752.564,39817,3.59845386
THEFT,1/4/09 0:00,6416674.7,1904121.7,39817,3.59977314
BTFV,1/4/09 0:00,6429594.8,1893191.6,39817,3.604372529
VAND,1/4/09 0:00,6400936.198,1897094.073,39817,3.605820486
VAND,1/4/09 0:00,6492930.19,1839347.176,39817,3.609064691
ROBB,1/4/09 0:00,6478628.501,1820401.749,39817,3.611468745
THEFT,1/4/09 0:00,6372295.1,1892111,39817,3.612226235
OTH,1/4/09 0:00,6469223.6,1826405.9,39817,3.622863279
THEFT,1/4/09 0:00,6473278.2,1854124.8,39817,3.622976345
BURG,1/4/09 0:00,6481806.436,1825499.797,39817,3.623311019
BTFV,1/4/09 0:00,6447114.8,1888599.7,39817,3.623487398
AGG,1/4/09 0:00,6468020.498,1819104.121,39817,3.626902887
VAND,1/4/09 0:00,6448011.7,1903590.7,39817,3.627969671
BURG,1/4/09 0:00,6437476.554,1928100.393,39817,3.635276396
THEFT,1/4/09 0:00,6432634.7,1837629.7,39817,3.635418425
BTFV,1/4/09 0:00,6468019.2,1805912.7,39817,3.637622125
OTH,1/4/09 0:00,6489401.9,1861922.2,39817,3.639107542
VAND,1/4/09 0:00,6507513.4,1845929.7,39817,3.641611893
THEFT,1/4/09 0:00,6459736.6,1855626.5,39817,3.64618464
BTFV,1/4/09 0:00,6387462.335,1912859.261,39817,3.650696065
AGG,1/4/09 0:00,6472196.502,1844997.127,39817,3.652010057
OTH,1/4/09 0:00,6473104.5,1843580.6,39817,3.652801326
VAND,1/4/09 0:00,6460288.2,1859740.8,39817,3.65301454
BTFV,1/4/09 0:00,6473016.2,1865609.1,39817,3.656301353
AGG,1/4/09 0:00,6461558.3,1816293.9,39817,3.657614649
OTH,1/4/09 0:00,6479019.1,1839528.6,39817,3.66130778
GTA,1/4/09 0:00,6403008.6,1884677.1,39817,3.668130691
OTH,1/4/09 0:00,6394725.3,1905835.6,39817,3.668273582
ROBB,1/4/09 0:00,6430845.499,1903334,39817,3.66932805
AGG,1/4/09 0:00,6470291.3,1820016.3,39817,3.669358256
BURG,1/4/09 0:00,6464860,1812580.6,39817,3.671538766
OTH,1/4/09 0:00,6451020.1,1843879.2,39817,3.682063822
BTFV,1/4/09 0:00,6455803.7,1843478,39817,3.682596878
BTFV,1/4/09 0:00,6476665.091,1870745.777,39817,3.684603039
THEFT,1/4/09 0:00,6444740.9,1806107.1,39817,3.685278004
THEFT,1/4/09 0:00,6427799.3,1817835.4,39817,3.687900146
THEFT,1/4/09 0:00,6468497,1831772.3,39817,3.688147986
OTH,1/4/09 0:00,6472612.8,1851227.7,39817,3.689801375
BTFV,1/4/09 0:00,6377693.2,1894356.4,39817,3.690724042
AGG,1/4/09 0:00,6491399.9,1843391.1,39817,3.694851637
VAND,1/4/09 0:00,6462778.002,1860306.37,39817,3.695160546
VAND,1/4/09 0:00,6450683.602,1901687.029,39817,3.696169324
BTFV,1/4/09 0:00,6421577.7,1885413.6,39817,3.700820534
VAND,1/4/09 0:00,6503327.4,1832015.6,39817,3.703084126
OTH,1/4/09 0:00,6459195,1817511.2,39817,3.704504648
OTH,1/4/09 0:00,6370910.2,1904366.5,39817,3.706469399
AGG,1/4/09 0:00,6468066.997,1830491.75,39817,3.708434872
OTH,1/4/09 0:00,6455336.3,1828127.1,39817,3.709265327
AGG,1/4/09 0:00,6475914.891,1807868.115,39817,3.709817341
THEFT,1/4/09 0:00,6463827,1842521.9,39817,3.721795304
AGG,1/4/09 0:00,6487096.497,1839667.877,39817,3.721852871
VAND,1/4/09 0:00,6422582.2,1919730.722,39817,3.722349102
GTP,1/4/09 0:00,6480735.497,1844544.126,39817,3.728509492
VAND,1/4/09 0:00,6428749.7,1828397,39817,3.728666317
BTFV,1/4/09 0:00,6495815.3,1850566.1,39817,3.738775467
BTFV,1/4/09 0:00,6455232.498,1845273.504,39817,3.741573145
AGG,1/4/09 0:00,6464350.2,1855505.7,39817,3.743466123
THEFT,1/4/09 0:00,6429575.1,1815108.5,39817,3.745122253
BTFV,1/4/09 0:00,6478675.9,1807106.9,39817,3.751840143
GTP,1/4/09 0:00,6463956.498,1850279.751,39817,3.752715828
OTH,1/4/09 0:00,6474256.5,1845945,39817,3.758881058
THEFT,1/4/09 0:00,6486681,1834449.1,39817,3.761235601
OTH,1/4/09 0:00,6467021.4,1809597.3,39817,3.763388647
AGG,1/4/09 0:00,6441774.403,1905117.072,39817,3.763956306
BTFV,1/4/09 0:00,6436088.2,1858088.3,39817,3.766559124
BTFV,1/4/09 0:00,6451474.6,1904520.3,39817,3.773717823
ROBB,1/4/09 0:00,6468056.504,1828180.12,39817,3.776961243
BTFV,1/4/09 0:00,6499564.914,1839478.059,39817,3.779566883
OTH,1/4/09 0:00,6439705.6,1884129.7,39817,3.779948522
VAND,1/4/09 0:00,6460351.568,1859831.106,39817,3.78805054
BTFV,1/4/09 0:00,6436552.4,1883324.4,39817,3.788669889
OTH,1/4/09 0:00,6472881.824,1828925.587,39817,3.789347045
THEFT,1/4/09 0:00,6506486.1,1863669.7,39817,3.793870159
BURG,1/4/09 0:00,6447894.2,1897753.1,39817,3.809058891
VAND,1/4/09 0:00,6500058.8,1848612.4,39817,3.810619314
VAND,1/4/09 0:00,6473310.001,1825517.123,39817,3.815161213
ROBB,1/4/09 0:00,6460041.819,1828500.168,39817,3.816404046
THEFT,1/4/09 0:00,6425304.871,1884342.875,39817,3.816489002
ROBB,1/4/09 0:00,6470458.995,1850282.622,39817,3.824298185
THEFT,1/4/09 0:00,6458444.5,1831586.2,39817,3.824669197
BURG,1/4/09 0:00,6423975.106,1930895.879,39817,3.827079753
BTFV,1/4/09 0:00,6456467.4,1847388.3,39817,3.828337373
OTH,1/4/09 0:00,6469223.6,1826405.9,39817,3.82853311
BTFV,1/4/09 0:00,6470398.4,1761271.2,39817,3.835160151
VAND,1/4/09 0:00,6383136.608,1905078.719,39817,3.835168734
ROBB,1/4/09 0:00,6431540.5,1876397.2,39817,3.83881852
BTFV,1/4/09 0:00,6478179.003,1744759.376,39817,3.841340179
BTFV,1/4/09 0:00,6425933.5,1900729.6,39817,3.844398868
BTFV,1/4/09 0:00,6470010.6,1736713.2,39817,3.845194496
BTFV,1/4/09 0:00,6461835.7,1855087.9,39817,3.850013337
BURG,1/4/09 0:00,6458350.2,1817015.3,39817,3.852232017
BURG,1/4/09 0:00,6465772.1,1830208.6,39817,3.853297656
OTH,1/4/09 0:00,6487335.621,1837830.268,39817,3.854912867
OTH,1/4/09 0:00,6422256.4,1920214,39817,3.856155939
BURG,1/4/09 0:00,6467977.4,1834025.3,39817,3.860948594
OTH,1/4/09 0:00,6442337.243,1873901.376,39817,3.864045065
OTH,1/4/09 0:00,6405673.1,1920989,39817,3.865209802
OTH,1/4/09 0:00,6484946.149,1844449.861,39817,3.865590171
BURG,1/4/09 0:00,6475160.3,1802735.9,39817,3.869280323
OTH,1/4/09 0:00,6479964.1,1840480.7,39817,3.870184267
OTH,1/4/09 0:00,6412789.7,1907850.2,39817,3.873905248
ROBB,1/4/09 0:00,6483912.999,1806662.626,39817,3.877463346
VAND,1/4/09 0:00,6397967.4,1915283.7,39817,3.879758835
THEFT,1/4/09 0:00,6433608.8,1821340.4,39817,3.88191305
BTFV,1/4/09 0:00,6432157.5,1842097.6,39817,3.883191839
OTH,1/4/09 0:00,6469395.8,1817752.3,39817,3.883315821
VAND,1/4/09 0:00,6383196.4,1915601.3,39817,3.885626883
BTFV,1/4/09 0:00,6484384.5,1850154.9,39817,3.886374743
HOM,1/4/09 0:00,6442591.6,1833921.3,39817,3.888757969
VAND,1/4/09 0:00,6481012.1,1800739.9,39817,3.893397216
ROBB,1/4/09 0:00,6415491.5,1898487.8,39817,3.895657398
VAND,1/4/09 0:00,6485192.6,1797699.8,39817,3.897301236
OTH,1/4/09 0:00,6449653.003,1876399.536,39817,3.904592083
THEFT,1/4/09 0:00,6463559.2,1831802.8,39817,3.906736724
THEFT,1/4/09 0:00,6381047.3,1888945.6,39817,3.907440089
OTH,1/4/09 0:00,6474727.6,1843465.4,39817,3.910735289
BURG,1/4/09 0:00,6428697.8,1844897.4,39817,3.911810045
OTH,1/4/09 0:00,6469903.835,1758271.274,39817,3.911948636
BURG,1/4/09 0:00,6426290.9,1940731.7,39817,3.91362826
THEFT,1/4/09 0:00,6420680.5,1817924.2,39817,3.91410938
BTFV,1/4/09 0:00,6456202.2,1841961.7,39817,3.916308392
THEFT,1/4/09 0:00,6468783.393,1726763.092,39817,3.919275407
BURG,1/4/09 0:00,6432266.5,1888899.6,39817,3.923684481
THEFT,1/4/09 0:00,6378512,1892087.3,39817,3.924562097
GTP,1/4/09 0:00,6462322.498,1859526.122,39817,3.925174352
THEFT,1/4/09 0:00,6474648.997,1805831.622,39817,3.926829729
BTFV,1/4/09 0:00,6482476.002,1851089.621,39817,3.930710614
VAND,1/4/09 0:00,6462772.001,1854252.754,39817,3.9351452
KID,1/4/09 0:00,6467021.4,1809597.3,39817,3.935199058
BTFV,1/4/09 0:00,6433443.2,1836731.8,39817,3.935428544
BTFV,1/4/09 0:00,6460010.7,1826169.9,39817,3.938746906
ROBB,1/4/09 0:00,6377107.499,1889495.125,39817,3.94058605
AGG,1/4/09 0:00,6496661.4,1836661.7,39817,3.941356258
AGG,1/4/09 0:00,6490302.6,1803682.6,39817,3.941888794
BTFV,1/4/09 0:00,6457398.6,1844045.6,39817,3.944252688
BURG,1/4/09 0:00,6441733.564,1831570.381,39817,3.949754906
ROBB,1/4/09 0:00,6474701.7,1824599.4,39817,3.950629757
OTH,1/4/09 0:00,6471683.1,1849044.3,39817,3.950811373
AGG,1/4/09 0:00,6479992.9,1809868.1,39817,3.951740767
OTH,1/4/09 0:00,6466973.2,1845350.8,39817,3.962319139
BTFV,1/4/09 0:00,6453210.8,1845272.2,39817,3.962439605
ROBB,1/4/09 0:00,6474416.8,1842791.3,39817,3.965053624
OTH,1/4/09 0:00,6430346.5,1807048.3,39817,3.969020525
VAND,1/4/09 0:00,6388093.6,1907309.9,39817,3.975446269
ROBB,1/4/09 0:00,6472727.6,1725320.5,39817,3.978173112
THEFT,1/4/09 0:00,6467979.8,1838046.5,39817,3.987351286
THEFT,1/4/09 0:00,6430481.4,1935599.4,39817,3.989724951
VAND,1/4/09 0:00,6437301.3,1902041.2,39817,3.994067741
THEFT,1/4/09 0:00,6425881.8,1892400.7,39817,3.999485009
ROBB,1/5/09 0:00,6507758.496,1851595.003,39818,4.000635134
VAND,1/5/09 0:00,6502022.3,1839132.8,39818,4.00397192
BTFV,1/5/09 0:00,6381817.3,1900344.5,39818,4.004527943
BTFV,1/5/09 0:00,6430490.4,1909005,39818,4.007887438
THEFT,1/5/09 0:00,6430650.6,1832117.3,39818,4.009438158
OTH,1/5/09 0:00,6474621.003,1812212.877,39818,4.009985642
THEFT,1/5/09 0:00,6428557.995,1877071.378,39818,4.012457338
VAND,1/5/09 0:00,6479741,1840373,39818,4.014458113
GTA,1/5/09 0:00,6441843.3,1898803.5,39818,4.014579693
OTH,1/5/09 0:00,6467701.5,1855499.4,39818,4.017785269
OTH,1/5/09 0:00,6431254.5,1818783.8,39818,4.019284805
BTFV,1/5/09 0:00,6374148.7,1879297.7,39818,4.02061259
OTH,1/5/09 0:00,6383766.599,1905074.985,39818,4.020874163
ROBB,1/5/09 0:00,6471024.998,1831805.001,39818,4.020909469
OTH,1/5/09 0:00,6479511.3,1809331.9,39818,4.022198066
BTFV,1/5/09 0:00,6499310.313,1829803.778,39818,4.0239054
BTFV,1/5/09 0:00,6433894.567,1824892.304,39818,4.026814655
BURG,1/5/09 0:00,6422545.4,1836788,39818,4.028464856
OTH,1/5/09 0:00,6465325.7,1817715.9,39818,4.030546487
ROBB,1/5/09 0:00,6473694.3,1800973.9,39818,4.033292103
GTP,1/5/09 0:00,6465061.504,1837062.127,39818,4.034379351
THEFT,1/5/09 0:00,6452718.3,1848475.5,39818,4.03885379
BURG,1/5/09 0:00,6433583.4,1812890.1,39818,4.039487413
THEFT,1/5/09 0:00,6402890.236,1919121.811,39818,4.040999847
BURG,1/5/09 0:00,6450568.956,1919139.149,39818,4.046577584
BURG,1/5/09 0:00,6374649.7,1884809.8,39818,4.050206391
OTH,1/5/09 0:00,6455227.2,1825178.3,39818,4.051286403
THEFT,1/5/09 0:00,6422619.1,1924299.3,39818,4.051843645
BTFV,1/5/09 0:00,6400983.3,1920828.9,39818,4.055777462
